question,context
What are the criticisms of the Laffer Curve?,"Some of the criticisms of the Laffer curve are, it makes very simplistic assumptions, revenue may well be a multivalued function of tax rate which is not considered in the Laffer curve. It does not take into account tax avoidance. These are some of the criticisms of the Laffer curve."
Where does the Laffer Curve peak?,The Laffer curve peaks when the tax rates are at around 65% as per a model predicted and presented in 1995 by the economist Paul Pecorino.
Why is the Laffer Curve shaped the way it is?,"The Laffer curve is inverted U-shape. At the top of the laffer curve is the optimal tax rate for generating maximum revenue. When compared to lower tax rates the incentive to work and invest reduces as the income tax rates keep increasing beyond the optimal point.When the tax rate is from zero percentage to the optimal point, the tax revenue keeps increasing."
Who uses the Laffer curve?,The Conservatives in the USA had made use of the Laffer Curve to argue that tax revenues could be increased by reducing taxes. The tax cuts in the 1980s were done on the basis of the Laffer Curve.The Laffer Curve was developed by an economist named Arthur Laffer.
How do you get caught for tax evasion?,"There are many ways deployed by tax authorities to catch tax evasion offenders. The agencies look into social media footprints, take the help of whistleblowers, computer data analysis, etc.Currently financial institutions and banks share information about very high value withdrawals, deposits, purchase of immovable properties, mutual funds, shares with the tax authorities."
How many years can you go without filing taxes?,"The taxes have to be filed for every financial year, within the due date given by the tax authorities, if not, there will be a penalty and a fine will be imposed on the taxpayer."
What trouble one gets into for tax evasion?,"As per law, three months imprisonment is the minimum sentence for tax evasion, and 7 years imprisonment is the maximum sentence for tax evasion. A 2014 report of the Comptroller & Auditor General (CAG) had criticized the Income Tax Department for its poor track record in matters of prosecution.	"
What is tax impact and tax incidence?,"The final burden of tax is known as tax incidence and the initial burden of tax is known as tax impact. Tax incidence is upon the person who eventually pays it and the tax impact is upon the person from whom the tax is collected.Tax incidence will fall on the consumers who pay the price for buying a product, and the tax impact will fall upon the producers for producing a product."
What determines the incidence of a tax?,The incidence of tax is dependent on the price elasticity of demand and supply.
What is the absolute tax incidence?,"Absolute tax incidence determines the incidence of a tax assuming that no other tax would be levied in its absence.With no changes in the total tax revenue, when one tax substitutes another tax, the resulting changes in the distribution pattern of the economy is known as differential tax incidence."
What is direct tax incidence?,"When the impact of taxation and tax incidence is upon the same entity, then this is known as direct tax incidence.Direct tax incidence example is tax on wealth or income, such tax burden cannot be shifted to someone else or some other taxpayer."
What are the 3 criteria for effective taxes?,"The three criteria for effective taxes are simplicity, efficiency, and equity. The other important criteria that must be fulfilled for having effective taxes are administrative ease and transparency.Among the important criteria, equity criteria can be bifurcated into vertical equity and horizontal equity. Vertical equity means the proportion of tax paid by rich people should be similar to the proportion of tax paid by the poor people. Horizontal equity means similar amounts of taxes have to be paid by people having similar financial positions."
What is the effective incidence of tax?,A person or entity who actually bears the burden of tax is known as the effective incidence of tax. A person or entity which is obliged to pay the tax is known as a formal incidence of tax.Incidence of tax means an entity or person who bears the burden of taxation.
What is the incidence of tax on non residents?,"If all the income of non-resident Indians arises or accrues from outside India then it would not be taxable in India.If all the income accrues or arises from outside India, in the case of resident Indians, then that income is taxable in India."
What are the factors determining the incidence of taxation?,Relative price elasticity of demand and supply is the factor determining the incidence of taxation.The tax burden is on the producer when the demand is more elastic than the supply. Most of the tax burden falls on the buyer when supply is more elastic than the demand.
What is the difference between impact incidence and shifting of taxation?,"The person who pays the tax is known as impact incidence. Shifting of taxation means shifting the burden of tax by the taxpayer to another person. An example could be a producer increasing the price of goods so that consumers end up paying more. This is called single point shifting.Shifting of taxation has another category known as multi-point shifting. Here the burden of taxation is shifted from producer to wholesaler, who in turn shifts it to retailer. The retailer finally shifts the burden of tax to consumers.	"
What are the different theories of tax shifting incidence?,"There are 4 different theories of tax shifting incidence. The theories are Musgrave’s approach, demand and supply theory of incidence, diffusion theory, and concentration theory. Canard and Mansfield developed the diffusion theory."
What is considered tax evasion?,"Tax evasion is an illegal activity. It involves avoiding payment of liable taxes by companies or individuals through illegal means. As per laws, tax evasion is a serious crime.Some of the ways tax evasion is by showing false records, hiding income, declaration of less income or profits than the amount actually earned, overstating their deductions. etc. Tax evasion is a deliberate underpayment of tax. Tax evasion is the willful and illegal evasion of taxes."
What are examples of tax evasion?,"Some of the examples of tax evasion are showing false records, hiding income, declaration of less income or profits than the amount actually earned, overstating their deductions, etc.Storing wealth outside the country is also an example of tax evasion."
What is the minimum sentence for tax evasion?,"As per law, three months imprisonment is the minimum sentence for tax evasion, and 7 years imprisonment is the maximum sentence for tax evasionThe punishment depends on the amount of tax under reported or evaded.."
What are the types of tax incidence?,"There are two types of tax incidence, they are economic incidence and statutory incidence. Economic incidence of tax is also known as the final incidence. The economic incidence of a tax is the final burden of that particular tax on the distribution of economic welfare in society.An example of statutory incidence of tax is, the statutory incidence of the corporate income tax falls on corporate executives. It means a group of individuals or individuals are responsible for physically remitting a particular tax to the government."
How do you calculate tax incidence?,The tax incidence on the sellers is calculated by finding the difference between the initial equilibrium price and the price that the sellers receive after introduction of tax. Tax incidence on consumers is calculated by finding the difference between price paid and the initial equilibrium price.
What is the effect of tax reform in daily living?,"Reducing tax rates on individuals can help them in increasing their savings, thereby helping them to spend more, which in turn can help in boosting the economy.Tax reforms can be highly complex. When tax rates are cut for corporations, it will help them to invest more in the economy thereby boosting the economy of the nation. Tax cuts can also reduce Government earnings, thereby impacting the expenditure of Government on social welfare schemes, infrastructure etc."
Who bears the incidence of tax?,"If demand is more elastic than supply, the burden of tax will fall on producers.If the supply is more elastic than the demand, then the burden of tax will fall on buyers."
Which type of tax was reduced after 1991?,"Marginal tax rate was reduced after the 1991-92 tax reforms. During this reform, the marginal tax rate was brought down to 40%. In 1996-97, there were further tax reforms which brought down the marginal tax rate to 35%."
How are taxes paid in India?,"There are three different ways of paying Income taxes in India. Voluntary payment of taxes by citizens, tax collected at source, and tax deducted at source are the three ways in which the Government collects the income tax.In India, the direct taxes are levied on the earnings of the corporates and individuals; whereas the indirect taxes are levied on the provision and sales of goods and services."
What does the word reform mean?,"Reform means making some changes so that the system functions in a better way. These reforms could be in any sphere like social, economics etc. India had undertaken major economic reforms in 1991."
Who is the chairman of the Goods and Services Tax (GST) Council?,The current Finance Minister Nirmala Sitaraman is the current chairman of the GST Council. The Governing body of the GST is the GST Council. The GST Council has 31 members representing the States and Union Territories.The GST Council will have 2 members from the Centre. There are a total of 33 members in the GST Council.
What are the major tax reforms in India?,"The Tax Reforms Commission (TRC) gave many recommendations for tax reforms in India. The final report of this commission had 3 different parts for tax reforms.Enforcement of indirect and direct taxes, reforms in administration was one of the recommendations. TRC wanted to simplify the tax structure, reduce rate differentiation, lower marginal tax rates, and broaden the base."
Who controls the income tax department?,The Central Board of Direct Taxes (CBDT) is the apex body which heads the Income Tax Department. The Income Tax Department functions under the Department of Revenue which is under the Ministry of Finance.The responsibility of the Income Tax Department is to collect the direct taxes levied by the Government.
Who invented the tax system in India?,"James Wilson, the first Finance Minister of the British Indian Government introduced the tax system in India. In 1860, income tax was introduced by James Wilson in India."
What are the tax reforms under NEP 1991?,"The marginal tax rate was brought down to 40% in the tax reforms of 1991. Lowering marginal tax rates, broadening the tax base, reforms in tax administration, simplifying the tax structure, enforcing indirect and direct taxes were some of the major tax reforms recommended in the Tax Administration Reforms Commission of 1991."
What are the two main ways governments can raise money?,"The two main ways Governments can raise money are through levying indirect taxes and direct taxes. Direct taxes are levied on companies, individuals. Indirect taxes are levied on sale of goods and services.GST is one the major sources of revenue for the Government of India. Individual tax, corporation tax, costumes and duties are other major sources of Government revenue."
What is the new tax law for 2020?,"From 1st April 2020, Finance Minister Nirmala Sitaraman had introduced a new personal income tax regime. As per this new rule, lower income tax rates will be applicable for individual taxpayers who forgo exemptions and deductions."
What do you mean by tax reform?,"Tax reforms means changing the way taxes are managed or collected. Tax reforms involve making the system more accountable, and simplifying the system.In 1991, the then Finance Minister Manmohan Singh had recommended the appointment of the Tax Reforms Commission (TRC). Raja Chelliah was the chairman of the Tax Reforms Commission (TRC). Tax Administration Reform Commission or TARC was established by the Government of India in 2013 under the chairmanship of Dr. Parthasarathi Shome. 385 recommendations were given by this commission."
Why was there a need for tax reforms in India?,"There was a need for tax reforms in India to ensure international competitiveness and to meet the requirements of the market economy.There was a transition to a market based economy from the centrally planned development strategy. In 1991, the then Finance Minister Manmohan Singh had recommended the appointment of the Tax Reforms Commission (TRC). Raja Chelliah was the chairman of the Tax Reforms Commission (TRC). Fiscal crisis is always the immediate reason for reforming the tax system."
What does deficit of GDP mean?,"Fiscal deficit is usually mentioned in absolute terms or as a percentage of GDP. Fiscal deficit means the excess expenditure of the Government, it happens when the Government spends more than its earnings.Reduced revenue earned by the Government or increased capital expenditure could be the reasons behind rise in Fiscal deficit."
What is the fiscal deficit in 2020?,"For 2020-21, the fiscal deficit was at 9.3% of the GDP. In the revised budget estimates, the Government had estimated the fiscal deficit to be 9.5% of the GDP.The total expenditure was Rs 61,000 crores more than the revised estimates. Due to higher customs and excise revenue collections, the revenue receipts turned out to be Rs 88,000 crores more than the estimates."
How many types of budgets are there in India?,"Based on the estimates there are three types of Government budgets in India, they are, surplus budget, balanced budget, and deficit budget.In a financial year, if the expected Government receipts is equal to the estimated Government expenditure, then it is known as the balanced budget of the Government. If the economy is facing deflation or economic depression, then the balanced budget will not help in creating a financially stable economy."
What are the different types of budgets?,"Government budgets in India are of three different types. Surplus budget, balanced budget, and deficit budget are the three different budgets.Some of the different types of budgets used by companies are sales budget, financial budget, operating budget, marketing budget etc."
Which of the budgets is used in India?,"Based upon the revenue expected by the Government and based on the estimated expenditure of the Government, the budget of Government can be classified as surplus budget, balanced budget and deficit budget.Article 112 of the Indian Constitution gives details of the Union Budget of India, it is referred to as Annual Financial Statement."
What is the Indian budget system?,"The Indian budget i.e. the Union Budget was presented on the last working day of February till 2016. Post 2016, the Indian budget was presented on 1st February. The Indian budget is presented in the Lok Sabha by the Finance Minister of India.The financial year begins from April 1, hence the budget has to be passed by the Lok Sabha prior to coming into effect on 1st April. Article 112 of the Constitution of India gives details on the Union Budget."
What are the 7 types of budgeting?,"The 7 different types of budgeting used by companies are strategic plan budget, cash budget, master budget, labor budget, capital budget, financial budget, operating budget."
What are the five types of budgets?,"The 5 different types of budgeting used by companies are financial budget, cash flow budget, master budget, static budget, and operating budget."
What are the 2 main parts of a budget?,"The 2 main parts of a Government budget are revenue and expenditure of the Government. The Government gets its major share of revenue from Goods and Services Tax (GST), Income tax, corporation tax, customs and excise duties.Disinvestment of public sector undertakings (PSU’s) are also another important means of getting more revenue. The Government usually spends a lot on social welfare schemes, infrastructure projects, and in sectors of the economy which will generate employment."
Which type of budget is best?,"Deficit budgets are better suited for developing economies. Whenever there is a recession, a deficit budget will help in generating employment and boost the economy. If there is a surplus budget then it could indicate that the country is economically highly developed.A balanced budget is not suitable when there is economic downturn or when there is recession. It indicates reduced expenditure on public welfare schemes and it will not help in addressing the problems of unemployment."
Which budget is used by the government?,"Currently one can say that the budget presented by the Government is deficit budget. Rs 34,83,236 crore is the proposed expenditure of the Union Government for 2021-22.The expected revenue receipts for 2021-22 is Rs 19,76,424 crore (other than borrowings). The fiscal deficit target for 2021-22 is 6.8% of the GDP and revenue deficit target is 5.1% of the GDP in 2021-22."
Who is known as the father of the Indian budget?,"K. Shanmukham Chetty presented the first ever budget of Independent India on 26th November 1947. Before independence, it was British economist James Wilson who presented the first budget for India in 1860."
How is the budget prepared?,The Ministry of Finance in consultation with other Ministries and NITI Aayog prepares the Union Budget. The nodal body for producing the budget is the Budget Division which is in the Department of Economic Affairs. The Department of Economic Affairs functions under the Ministry of Finance.
Why is the budget deficit bad?,"Whether the fiscal deficit is good or bad is a matter of debate among economists. The nature of deficit helps one to understand whether the consequences of deficit will be good or bad. If there is more fiscal deficit due to lower revenue generation by the Government, then there could be a possibility of facing higher inflation, and higher taxes.If the deficit is due to Government spending more to boost some industries or infrastructure, then those industries or sectors could gain more and help the economy."
Why is a budget deficit not necessarily a bad thing?,"When the Government is spending more, there is more money circulating in the economy thereby helping the economy to grow. It helps more people to invest or buy. This can help in boosting the economy. Hence budget deficit is not necessarily a bad thing."
How does the government deficit affect the economy?,"Government budget deficit occurs when the Government spending is more than the revenue generated by the Government. More spending could be due to money spent on social welfare schemes, infrastructure creation etc. This could help in boosting the economy of the country."
What are the 6 major sources of tax revenue?,"The 6 major sources of tax revenue are Income tax, corporate tax, Goods and Services Tax (GST), Customs duties, Union Excise duties, Wealth tax and gift tax.Other important sources of Government revenues are disinvestments, and profits from public sector undertakings. GST is an indirect tax, whereas income tax, and corporate tax are direct taxes."
What are the components of a revenue budget?,"The components of a revenue budget are the expenditure and the revenues from tax and other sources; this component is known as revenue receipts of the Government.Excise duties, customs, income tax, corporate tax, Goods and Services Tax (GST) are the tax revenues of the Government. Non-tax revenues, on the other hand, are the recurring income that is earned from sources other than taxes by the government."
What are the 5 major sources of revenue for the government?,"The 5 major sources of revenue for the Government are Goods and Services Tax (GST), Income tax, corporation tax, non-tax revenues, union excise duties.Public and private companies registered under the Companies Act, 1956, are liable to pay corporation tax."
What are the two types of budget?,"Based on the feasibility of estimates, the Government budget can be categorised as deficit budget, surplus budget and balanced budget.An annual financial statement which gives information on the expected government receipts or revenue and the estimated government expenditure is known as the Government budget. If the expected government receipts are equal to the estimated government expenditure in a particular financial year then it is known as the balanced budget."
Is revenue the same as budget?,"No, the revenue is not the same as the budget. Revenue is the income generated, whereas budget is the amount that is available, which can be used for meeting the necessary expenses."
What is the annual revenue budget?,"The annual revenue budget of the Government gives information on the sources of revenue, of the government. The revenue budget consists of expenditure met using the revenue, and revenue receipts of the Government of India.The Government’s sources of revenue are tax revenue and non-tax revenue. One of the biggest sources of tax revenue for the Government is the Goods and Services tax (GST)."
Is the revenue budget and sales budget the same?,"No, sales budgets are financial plans that estimate the total revenue a company makes in a specific period. Revenue budgets are forecasts of a company’s sales revenues and expenditures, including capital-related expenditures."
What is the current government deficit?,"The fiscal deficit was Rs 18,21,461 crore. Fiscal deficit for 2020-21 was at 9.3 per cent of the gross domestic product (GDP). As per the data shared by the Controller General of Accounts (CGA) the revenue deficit at the end of the fiscal was 7.42 percent, this data was shared in the revenue-expenditure data of the Union government for 2020-21."
What causes a government budget deficit?,"The two primary causes of the government budget deficit are, very low revenue is generated from taxation and the expenditure of the Government is much higher than its revenue generation.Tax revenue could be lower due to poor taxation policy or lower economic development. Expenditure of the Government could be high due to higher spending on social welfare schemes, subsidies and military expenditures."
Is 2021 a budget deficit?,"Yes, 3.5% of GDP was the fiscal deficit target for 2020-21. Due to Covid-19 pandemic, the budget deficit shot up to 9.5% of the GDP. For the year 2021-22, the fiscal deficit target has been pegged at 6.5% of the GDP.3.5% of GDP was the fiscal deficit target for 2020-21. Due to Covid-19 pandemic, the budget deficit shot up to 9.5% of the GDP. For the year 2021-22, the fiscal deficit target has been pegged at 6.5% of the GDP."
Is debt and deficit the same thing?,"No, the debt and deficit are not the same thing. Deficit happen when the expenditure is more than the revenue. A Government budget is deficit when the Government spends more than the revenue it generates.A debt is the money that is borrowed and there is an obligation to pay back at a later date. If a nation has a debt to repay, it does not necessarily indicate that the economy of the nation is in a bad state."
What is the 2021 deficit?,"For 2021-22, the fiscal deficit target fixed by the Government was 6.8% of the GDP. By 2025-26, the Government aims to bring down the fiscal deficit to 4.5% of the GDP.For 2021-22, the revenue deficit targeted by the Government is 5.1% of the GDP. Rs 34,83,236 crore is the amount the Government proposed to spend in 2021-22."
What is the revenue budget in simple words?,"The revenue budget helps us to understand the sources from where the Government is getting their revenue. It shows tax revenues, other revenues and the expenditure of the Government from these revenues.Even disinvestments are a source of revenue for the Government and these are sources of non-tax revenue for the Government. The Government also earns dividends and interests from various instruments where the Government has invested."
What are the types of revenue budget?,"The 2 main components of revenue budget are Tax and Non Tax Revenue which are known as Revenue Receipts and the other component of revenue budget is Non- Plan Revenue Expenditure and Plan Revenue Expenditure which is grouped together as Revenue Expenditure component.Based on estimates, Government budgets are of three types, they are – surplus budget, balanced budget, deficit budget."
How do I enable direct benefit transfer?,"As per RBI, if any person is interested in availing Direct Benefit Transfer, the Aadhar number of the customers should be obtained by the banks and e-verification must be carried out.There are 317 schemes under DBT. In DBT, benefits or subsidies are directly transferred to citizens. This helps in removing corruption due to middlemen. It was launched by the Government of India in January, 2013. Here the money will be directly transferred to the bank account of the beneficiaries."
What is the purpose of the revenue budget?,"The purpose of the revenue budget is to provide information on the sources of revenue for the Government and the revenue expenditure of the Government. Hence, the revenue budget throws light on the revenue of Government from the taxation and also throws light on the non tax revenue of the Government.The non tax revenue of the Government could be from disinvestment or from the interests and dividends earned by the Government from the various instruments of investment."
What is DBT Government payment?,"Direct Benefit Transfer (DBT) was launched by the Government of India in January, 2013. Here the money will be directly transferred to the bank account of the beneficiaries of various Government schemes.DBT helps in removing corruption due to middlemen as the benefits or subsidies are directly transferred to citizens. There are 317 Government schemes under DBT. It was launched in a phased manner for 26 Central Government Schemes in 43 districts."
What are the 3 types of budgets?,"The three types of annual Government budgets based on estimates are Surplus Budget, Balanced Budget, and Deficit Budget. When the revenues are equal to or greater than the expenses, then it is called a balanced budget.When the Government revenue exceeds the expenses then it is known as surplus budget and when the Government revenue is less than the expenses then it is known as the deficit budget."
What is DBT and Dbtl?,"DBT stands for Direct Benefit Transfer and DBTL stands for Direct Benefit Transfer for LPG. Direct Benefit Transfer (DBT) was launched by the Government of India in January, 2013. DBT and DBTL help in removing corruption as the benefits or subsidies are directly transferred to the bank accounts of beneficiaries of various Government schemes.DBT was initially launched in a phased manner for 26 Central Government Schemes in 43 districts. DBTL was launched in June 2013. Modified DBTL was launched in 2014."
What is the full form of DBT payment?,"Full Form of DBT is Direct Benefit Transfer. Government has been using DBT on a regular basis since 2013, to transfer the cash directly into the bank account of the intended beneficiaries of the Government schemes.By 2020, the 420 schemes under 56 different Central Government Ministries were covered in DBT."
Who is not eligible for a gas subsidy?,"Subsidy on LPG gas cylinders cannot be availed by people whose annual income is more than Rs 10 lakhs, it includes combined earnings of husband and wife.If the concerned persons’ annual income is less than Rs 10 lakhs then the LPG ID and Aadhar Number has to be linked to the bank account. The subsidy amount is directly transferred to the bank account of the beneficiary by the Government."
Why is DBT important?,"DBT helped in reducing leakages of funds, and removing the delays associated in transfer of funds to the beneficiaries."
What is the difference between Lorenz curve and Gini coefficient?,The main difference between the Gini coefficient and the Lorenz Curve is that the Gini coefficient helps in measuring the degree of income inequality and the Lorenz curve helps in understanding the distribution of income or wealth in an economy.
What is the Gini Coefficient?,"The Gini coefficient is used to measure income inequality across a population. It was developed by Corrado Gini, an Italian statistician, in 1912. It is measured on a scale of 0 to 1. Perfect inequality is represented by 1 and perfect equality is represented by 0.A higher Gini index indicates that the income inequality is higher, indicating that higher percentage of the total income of the population is in the hands of the individuals with very high-income."
What is the importance of the Lorenz curve?,The Lorenz curve is important because it helps in understanding economic inequality. When the lorenz curve keeps moving away from the baseline it indicates that the level of unequal distribution keeps increasing.The Lorenz curve was developed by Max O. Lorenz in 1905.
What shifts the Lorenz curve?,"When the unequal distribution of income keeps increasing, the lorenz curve keeps shifting away from the line of equality. The Lorenz curve was developed by Max O. Lorenz in 1905.When the lorenz curve shifts farther away from the line of equality, the gini coefficient keeps increasing. When the lorenz curve is closer to the line of equality, the gini coefficient is lower, meaning the unequal distribution of income or wealth is lower."
How do you read a Lorenz curve?,"The Y-axis represents the income, and the X-axis represents the population. The percentage of wealth or income owned by a percentage of the population can be identified from any point in the Lorenz Curve. The Lorenz curve is not only used for studying income inequality but also other systems. The Gini index is measured from the Lorenz curve.If the Lorenz curve is shifting far away from the line of equality then it indicates that the income inequality is higher and the gini coefficient is higher. If the lorenz curve is closer to the line of equality then it indicates that the gini coefficient is lower and income inequality is lower."
Where do we apply the Lorenz curve?,"The Lorenz curve is applied to find the income inequality in a population. The area between the curve and the equality line is the gini coefficient. The Gini index is used to compare the economic, income inequality of different nations.If the gini coefficient is higher then it implies the income inequality is higher. If the gini coefficient is lower then it implies that the income inequality is lower."
What is a limitation of Lorenz curves?,"If two Lorenz Curves intersect, it is not possible to determine which distribution has more inequality. In the lifetime of an individual, there will be variation in income and this variation is not taken into consideration when inequality in the Lorenz Curves is analyzed. These are the limitations of the Lorenz Curves."
What is a regressive tax?,"Applying uniform tax on a large percentage of low income earners than on high income earners is known as regressive tax. Regressive tax imposes more burden on the poor than on the rich. The tax burden on people having more ability to pay gets reduced.In regressive taxation, as the amount subject to taxation increases, the tax rate reduces."
Is mobile banking available in Pmjdy?,"Yes, mobile banking facilities can be availed in Pradhan Mantri Jan Dhan Yojana (PMJDY). Pradhan Mantri Jan Dhan Yojana (PMJDY) was launched by the Government of India on 28th August 2014.PMJDY is managed by the Department of Financial Services which functions under the Ministry of Finance."
Which banks are not under RBI?,"Earlier,State Bank of Sikkim was not not under the regulatory purview of the Reserve Bank of India (RBI). Recently, even State Bank of Sikkim was brought under the regulatory purview of RBI.State Bank of Sikkim only operates in Sikkim. It was established in 1968, 5 years before Sikkim acceded to India. State Bank of Sikkim is owned by the state government. Due to the special status accorded to Sikkim, State Bank of Sikkim was not under the purview of Banking Regulation Act of 1949 and Reserve Bank of India Act of 1934."
Why is deflation bad?,"Deflation is very bad for the economy of a nation. Deflation happens due to falling prices which is the result of lower spending by consumers. This impacts the economy because it is one of the major components of economic growth.When there is a fall in prices, the companies will start reducing production. When there is reduction in production, there will be reduction in salary of the employees and even lead to layoffs. Hence deflation indicates that a nation’s economy is getting weaker."
Are small finance banks regulated by the RBI?,"Yes, the Small Finance Banks are regulated by the Reserve Bank of India (RBI). Small finance banks are governed by Banking Regulation Act 1949, Reserve Bank of India Act, 1934 and various other acts."
What causes deflation?,"Deflation happens when there is less money in circulation in the economy. This happens when consumer spending reduces a lot. As a result companies will start reducing the prices of goods as services.Japan had experienced deflation in the 1990s, and the United States of America had experienced deflation in the 1930s. The decline in prices can also be caused by tighter monetary policy of central banks, failure in the stock markets, reduction in government spending."
Who will be benefited by deflation?,"Consumers will benefit from deflation in the short term, because the prices of goods will reduce. This not only increases the purchasing power of the consumers but also helps the consumers to save more."
How does the RBI control inflation and deflation?,"The Reserve Bank of India (RBI) uses various instruments of monetary policy to control inflation and deflation.The different instruments of monetary policy used by RBI are Repo Rate, Reverse Repo Rate, Bank Rate, Open Market Operations, Statutory Liquidity Ratio (SLR), Cash Reserve Ratio (CRR), Liquidity Adjustment Facility (LAF), Market Stabilisation Scheme (MSS)."
When does deflation occur?,"Deflation occurs in the economy when the prices of goods and services start falling. This happens due to reduced demand for the goods and services which results in reduction of prices and goods.In the short-term, deflation will increase the buying power of the consumers, and increase their savings. Deflation will reduce the circulation of money in the economy."
How to control deflation?,"Deflation can be controlled by using various monetary policy measures. Quantitative easing, cutting tax rates, lowering interest rates, open market operations, lowering bank reserve limits, increasing spending by the Government are the ways in which deflation can be controlled."
Why is deflation worse than inflation?,"Deflation is worse than inflation because deflation is an indication that the economy is not growing. The prices of goods and services fall down due to low demand in the market. This results in companies reducing their production which will lead to reduction in employee salaries and layoffs.Deflation will impact the economic growth of a country because it will impact the investment, production and employment."
Why are inflation and deflation considered to be economic problems?,"Deflation is definitely an economic problem because the lower prices completely impacts the growth of the economy. It will lead to reduced investments, production and lead to more unemployment.High rate of inflation is an economic problem because the demand for goods and services will reduce drastically, the buying power of people will reduce massively. Inflation at a healthy rate is good for the country’s economy. The Central Bank – RBI uses various monetary policy instruments to control inflation."
Which is better: inflation or deflation?,"Inflation is better than deflation. Deflation completely ruins the economy, whereas moderate levels of inflation helps in the growth of the economy, it leads to more investments, production and employment.Deflation on the other hand, leads to loss of production, investments, and leads to unemployment."
What are the effects of deflation?,"Deflation reduces production of goods and services due to reduction in demand for goods and services from the consumers. Reduction in production of goods and services leads to reduced investments, reduction in the salaries of employees, and also increase unemployment. All these leads to massive reduction in the economic growth of the nation."
How to solve deflation?,"Some of the steps taken to solve the problem of deflation are cutting tax rates, reducing target interest rates, reducing the reserve limits of the banks, open market operations, quantitative easing, increasing expenditure by the Government.Deflation leads to decline in the economy. Quantitative easing means central banks purchasing the bonds of the Government by creating more money. This will help in increasing the supply of money by reducing bond yields. Open Market Operation (OMO) is the buying and selling of government securities in the open market by the Central Bank, i.e. Reserve Bank of India (RBI).RBI carries out the OMO through commercial banks and does not directly deal with the public. The major advantage of open market operations is that they inject money directly into the economy (or they extract money directly from it)."
"What is inflation, deflation, and stagflation?","The general rise in prices of goods and services is known as inflation. Moderate inflation is healthy for economic growth, but high inflation is not good for the economy. Deflation occurs when there is a huge decrease in prices of goods and services.Deflation is very bad for the economy because it will negatively impact the investments and production and thereby increase unemployment. When there is inflation but the economic growth is slow or stagnant and has a very high unemployment rate, then this is known as stagflation. Economists try to avoid both stagflation and deflation."
How does deflation affect borrowers and lenders?,"Borrowers who purchase assets will lose because, during deflation, assets lose their worth. During deflation, the lenders will not lend money as the interest rates will be low."
How can I check my PMJDY account?,"People can check their Pradhan Mantri Jan Dhan Yojana (PMJDY) account either through the website of the Public financial management system or by giving a missed call to a dedicated number. Hence it is not necessary for a person to visit the bank, thereby saving time.The other Central Government benefits which can be availed from PMJDY accounts are eligibility for Atal Pension Yojana (APY), Pradhan Mantri Suraksha Bima Yojana (PMSBY), Direct Benefit Transfer (DBT), Micro Units Development & Refinance Agency Bank (MUDRA) scheme, Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY)."
What are the features of small finance banks?,"Small Finance Banks were established with the objective of achieving financial inclusion. Small finance banks focus on providing credit to the unorganized sector, micro small and medium enterprises, small and marginal farmers, and small business units.Small finance banks can be promoted by societies, trusts, corporate, individuals. Small finance banks are established as per the Companies Act of 2013. They are regulated by the Banking Regulation Act of 1949 and Reserve Bank of India Act, 1934. Local Area Banks, Micro-Finance Institutions (MFI), and existing Non-Banking Financial Companies (NBFC) can apply to become small-finance banks."
What is PMJDY?,"Pradhan Mantri Jan Dhan Yojana (PMJDY) was launched by the Government of India on 28th August 2014. This was launched with the objective of attaining Financial Inclusion. 15 million bank accounts were opened on the day it was launched.Any Indian citizen is eligible to open an PMJDY account. PMJDY allows affordable access to pensions, insurance, credit, remittances and bank accounts. PMJDY is managed by the Department of Financial Services which functions under the Ministry of Finance."
Which small finance bank is best?,"Some of the most popular small finance banks in India are Ujjivan Small Finance Bank, Equitas Small Finance Bank, ESAF Small Finance Bank, etc."
Who controls non-banking financial companies?,"As per RBI Act 1934, Reserve Bank of India (RBI) has the powers to regulate and control the Non-Banking Financial Companies. As per RBI Act, RBI can exercise surveillance, supervise, inspect, issue directions, lay down policies and regulate the Non-Banking Financial Companies (NBFC’s).If NBFC’s violate the directions or provision of the RBI, then the RBI has the power to penalize the NBFC’s."
What is the difference between a bank and NBFC?,"Non Banking Financial Companies (NBFC’s) were incorporated under the Company Act of 1956 whereas the Banks were incorporated under the Banking Companies Act. Banks can issue Demand Drafts, but NBFC’s are not allowed to issue Demand Drafts. Unlike Banks, NBFC cannot accept Demand Deposits.The Fixed deposits of banks are not rated by rating agencies, whereas the fixed deposits of NBFC’s are usually rated by rating agencies."
How many non-banking financial companies are there in India?,"The number of Non-Banking Financial Companies (NBFC’s) registered with the Reserve Bank of India (RBI) is 9507, as of January 31, 2021.Out of these approximately 90 of them are deposit accepting NBFC’s, the rest of the NBFC come under the non-deposit taking category."
How to start a non-banking financial company?,"The company should have already been registered under the Companies Act 1956 as either a public limited company or private limited company, if not the company should be registered under the Companies Act 2013."
What is a non-financial corporation?,"The legal entities which largely produce services and goods for markets are known as non-financial corporations. The goods and services produced by them are non-financial.Non-financial corporations consist of small unlisted firms, large conglomerates and large companies which are listed on stock markets."
How does NBFC raise money?,"Accepting non-chequable deposits, borrowing money from other financial institutions are the main sources from which Non-Banking Financial Companies (NBFC’s) are able to raise money."
